Make,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
toyota, Aygo,2017,Manual,13951,Petrol,145,69,1,7490
toyota, Aygo,2019,Manual,9059,Petrol,145,57.7,1,8490
toyota, Aygo,2019,Manual,1472,Petrol,145,57.7,1,9790
toyota, Aygo,2019,Manual,1424,Petrol,145,57.7,1,9490
toyota, Aygo,2019,Manual,1614,Petrol,145,56.5,1,9490
toyota, Aygo,2019,Manual,1114,Petrol,145,56.5,1,9490
toyota, Aygo,2019,Manual,1208,Petrol,145,56.5,1,9490
toyota, Aygo,2017,Manual,22181,Petrol,0,69,1,6290
toyota, Aygo,2016,Manual,23357,Petrol,0,69,1,6720
toyota, Aygo,2014,Manual,37430,Petrol,0,69,1,5590
toyota, Aygo,2015,Manual,27700,Petrol,0,69,1,6290
toyota, Aygo,2019,Manual,2570,Petrol,145,56.5,1,8790
toyota, Aygo,2019,Manual,3116,Petrol,145,56.5,1,8790
toyota, Aygo,2018,Manual,28335,Petrol,145,69,1,6595
toyota, Aygo,2018,Manual,20294,Petrol,150,69,1,6995
toyota, Aygo,2018,Manual,9599,Petrol,145,56.5,1,8790
toyota, Aygo,2015,Manual,17872,Petrol,0,69,1,6495
toyota, Aygo,2018,Semi-Auto,25148,Petrol,150,67.3,1,9995
toyota, Aygo,2019,Manual,2106,Petrol,145,56.5,1,8790
toyota, Aygo,2019,Manual,6183,Petrol,145,56.5,1,7890
toyota, Aygo,2018,Manual,3452,Petrol,145,56.5,1,9990
toyota, Aygo,2019,Manual,2540,Petrol,145,56.5,1,8790
toyota, Aygo,2015,Manual,19856,Petrol,0,69,1,5990
toyota, Aygo,2018,Manual,10125,Petrol,150,68.9,1,8490
toyota, Aygo,2017,Manual,25318,Petrol,0,68.9,1,7990
toyota, Aygo,2017,Manual,36473,Petrol,0,68.9,1,6995
toyota, Aygo,2015,Manual,25688,Petrol,0,69,1,5795
toyota, Aygo,2018,Manual,19506,Petrol,145,69,1,7490
toyota, Aygo,2018,Manual,11932,Petrol,145,68.9,1,7895
toyota, Aygo,2014,Manual,26858,Petrol,0,69,1,6495
toyota, Aygo,2018,Semi-Auto,9484,Petrol,145,67.3,1,9695
toyota, Aygo,2017,Manual,21596,Petrol,145,69,1,7190
toyota, Aygo,2018,Manual,9280,Petrol,150,68.9,1,8490
toyota, Aygo,2015,Manual,34182,Petrol,0,69,1,5795
toyota, Aygo,2017,Manual,27372,Petrol,0,69,1,6495
toyota, Aygo,2018,Manual,27537,Petrol,145,68.9,1,7495
toyota, Aygo,2017,Manual,15048,Petrol,145,68.9,1,6995
toyota, Aygo,2017,Manual,21561,Petrol,145,69,1,6995
toyota, Aygo,2015,Manual,32674,Petrol,0,69,1,5990
toyota, Aygo,2016,Manual,37555,Petrol,0,69,1,7990
toyota, Aygo,2018,Manual,21971,Petrol,150,69,1,7490
toyota, Aygo,2017,Manual,14923,Petrol,145,68.9,1,7295
toyota, Aygo,2018,Manual,17757,Petrol,145,69,1,6895
toyota, Aygo,2018,Manual,19057,Petrol,145,69,1,6895
toyota, Aygo,2018,Manual,24807,Petrol,145,68.9,1,7995
toyota, Aygo,2017,Manual,13765,Petrol,145,68.9,1,7195
toyota, Aygo,2017,Manual,25912,Petrol,0,68.9,1,7290
toyota, Aygo,2019,Manual,6130,Petrol,145,57.7,1,9995
toyota, Aygo,2019,Manual,5883,Petrol,145,56.5,1,9495
toyota, Aygo,2015,Manual,36010,Petrol,0,69,1,5999
toyota, Aygo,2015,Manual,31570,Petrol,0,69,1,6040
toyota, Aygo,2016,Manual,15416,Petrol,0,69,1,6030
toyota, Aygo,2014,Manual,35256,Petrol,0,69,1,6250
toyota, Aygo,2018,Manual,9813,Petrol,145,56.5,1,8260
toyota, Aygo,2017,Semi-Auto,19526,Petrol,150,67,1,7990
toyota, Aygo,2017,Manual,37500,Petrol,150,69,1,6190
toyota, Aygo,2017,Manual,15453,Petrol,0,69,1,6730
toyota, Aygo,2015,Manual,24317,Petrol,0,69,1,6100
toyota, Aygo,2016,Manual,31430,Petrol,0,69,1,5999
toyota, Aygo,2017,Manual,49000,Petrol,0,68.9,1,6695
toyota, Aygo,2016,Manual,11395,Petrol,0,69,1,6995
toyota, Aygo,2019,Manual,8121,Petrol,145,56.5,1,8890
toyota, Aygo,2014,Manual,23332,Petrol,0,69,1,5990
toyota, Aygo,2016,Manual,33691,Petrol,0,69,1,6750
toyota, Aygo,2015,Manual,28531,Petrol,0,69,1,5850
toyota, Aygo,2016,Manual,34211,Petrol,0,69,1,6690
toyota, Aygo,2015,Manual,25152,Petrol,0,69,1,5698
toyota, Aygo,2015,Manual,31234,Petrol,0,69,1,6460
toyota, Aygo,2019,Manual,5346,Petrol,145,57.7,1,11695
toyota, Aygo,2017,Manual,10500,Petrol,145,68.9,1,7270
toyota, Aygo,2017,Manual,22972,Petrol,0,68.9,1,7490
toyota, Aygo,2018,Manual,21421,Petrol,150,68.9,1,7590
toyota, Aygo,2017,Manual,14281,Petrol,145,68.9,1,7490
toyota, Aygo,2017,Semi-Auto,52496,Petrol,0,67,1,7290
toyota, Aygo,2017,Semi-Auto,15439,Petrol,150,67,1,7980
toyota, Aygo,2017,Manual,32251,Petrol,0,68.9,1,6790
toyota, Aygo,2018,Semi-Auto,372,Petrol,150,67.3,1,10290
toyota, Aygo,2017,Manual,3282,Petrol,150,69,1,6990
toyota, Aygo,2018,Manual,20001,Petrol,145,68.9,1,7995
toyota, Aygo,2019,Semi-Auto,3868,Petrol,150,56.5,1,12995
toyota, Aygo,2015,Manual,38153,Petrol,0,69,1,6495
toyota, Aygo,2017,Manual,27884,Petrol,145,69,1,6695
toyota, Aygo,2017,Manual,10890,Petrol,145,68.9,1,8295
toyota, Aygo,2017,Manual,32589,Petrol,145,68.9,1,7395
toyota, Aygo,2018,Manual,10119,Petrol,150,69,1,7995
toyota, Aygo,2017,Manual,17571,Petrol,0,68.9,1,8200
toyota, Aygo,2018,Manual,5441,Petrol,150,56.5,1,9995
toyota, Aygo,2017,Manual,26114,Petrol,150,69,1,6995
toyota, Aygo,2018,Manual,5051,Petrol,145,68.9,1,8495
toyota, Aygo,2018,Manual,9411,Petrol,145,56.5,1,9295
toyota, Aygo,2016,Manual,15980,Petrol,0,69,1,6190
toyota, Aygo,2018,Manual,20323,Petrol,145,68.9,1,7790
toyota, Aygo,2016,Manual,10837,Petrol,0,69,1,8290
toyota, Aygo,2020,Manual,10000,Petrol,145,56.5,1,9480
toyota, Aygo,2018,Manual,12447,Petrol,150,56.5,1,13881
toyota, Aygo,2018,Manual,6877,Petrol,150,56.5,1,8995
toyota, Aygo,2019,Manual,3784,Petrol,145,57.7,1,9895
toyota, Aygo,2016,Manual,29926,Petrol,0,69,1,6295
toyota, Aygo,2017,Manual,22458,Petrol,145,68.9,1,7995
toyota, Aygo,2019,Semi-Auto,4848,Petrol,145,56.5,1,10795
toyota, Aygo,2018,Manual,23741,Petrol,145,56.5,1,8195
toyota, Aygo,2017,Manual,12114,Petrol,145,69,1,6995
toyota, Aygo,2017,Manual,21913,Petrol,145,69,1,6795
toyota, Aygo,2019,Manual,2114,Petrol,145,57.7,1,10195
toyota, Aygo,2017,Semi-Auto,12984,Petrol,145,67,1,8495
toyota, Aygo,2019,Semi-Auto,5933,Petrol,145,56.5,1,9995
toyota, Aygo,2019,Semi-Auto,2014,Petrol,145,55.4,1,11250
toyota, Aygo,2018,Manual,27441,Petrol,145,68.9,1,7895
toyota, Aygo,2016,Manual,41293,Petrol,0,69,1,5998
toyota, Aygo,2018,Manual,8951,Petrol,145,68.9,1,9395
toyota, Aygo,2017,Manual,41562,Petrol,145,68.9,1,6995
toyota, Aygo,2017,Semi-Auto,11379,Petrol,0,67.3,1,8395
toyota, Aygo,2017,Manual,11669,Petrol,0,68.9,1,8195
toyota, Aygo,2019,Semi-Auto,6774,Petrol,150,55.4,1,10382
toyota, Aygo,2019,Manual,5,Petrol,145,56.5,1,9295
toyota, Aygo,2019,Manual,10,Petrol,145,56.5,1,9295
toyota, Aygo,2017,Manual,16376,Petrol,145,68.9,1,8998
toyota, Aygo,2017,Manual,27577,Petrol,0,69,1,7395
toyota, Aygo,2014,Manual,31294,Petrol,0,69,1,5600
toyota, Aygo,2017,Semi-Auto,9775,Petrol,0,67,1,7998
toyota, Aygo,2019,Manual,5426,Petrol,145,57.7,1,9295
toyota, Aygo,2019,Semi-Auto,301,Petrol,145,56.5,1,10495
toyota, Aygo,2019,Manual,1723,Petrol,145,57.7,1,9495
toyota, Aygo,2019,Manual,10,Petrol,145,57.7,1,10495
toyota, Aygo,2018,Manual,28601,Petrol,150,69,1,7298
toyota, Aygo,2018,Manual,28809,Petrol,150,69,1,6798
toyota, Aygo,2019,Manual,7212,Petrol,150,56.5,1,8998
toyota, Aygo,2019,Manual,5104,Petrol,150,56.5,1,8998
toyota, Aygo,2019,Manual,6099,Petrol,150,56.5,1,9998
toyota, Aygo,2017,Manual,13991,Petrol,150,69,1,7795
toyota, Aygo,2018,Manual,8224,Petrol,145,56.5,1,7998
toyota, Aygo,2016,Manual,12380,Petrol,0,69,1,6995
toyota, Aygo,2014,Manual,25127,Petrol,0,69,1,5998
toyota, Aygo,2019,Manual,12564,Petrol,145,56.5,1,8798
toyota, Aygo,2018,Manual,15514,Petrol,150,56.5,1,9995
toyota, Aygo,2018,Manual,4454,Petrol,150,56.5,1,8995
toyota, Aygo,2018,Manual,20205,Petrol,145,68.9,1,8195
toyota, Aygo,2018,Manual,13114,Petrol,145,56.5,1,8995
toyota, Aygo,2019,Manual,9114,Petrol,145,56.5,1,9495
toyota, Aygo,2017,Manual,23114,Petrol,145,68.9,1,7495
toyota, Aygo,2017,Manual,12844,Petrol,145,68.9,1,7490
toyota, Aygo,2018,Manual,23861,Petrol,145,56.5,1,7498
toyota, Aygo,2019,Manual,11204,Petrol,145,56.5,1,8998
toyota, Aygo,2017,Manual,28843,Petrol,150,69,1,7195
toyota, Aygo,2015,Manual,48653,Petrol,0,69,1,5998
toyota, Aygo,2015,Manual,31830,Petrol,0,69,1,5995
toyota, Aygo,2015,Semi-Auto,20600,Petrol,0,67,1,7595
toyota, Aygo,2019,Manual,8619,Petrol,150,56.5,1,8998
toyota, Aygo,2017,Manual,5900,Petrol,150,68.9,1,8495
toyota, Aygo,2014,Manual,33000,Petrol,0,69,1,5995
toyota, Aygo,2017,Manual,15500,Petrol,0,68.9,1,8995
toyota, Aygo,2017,Manual,20000,Petrol,0,68.9,1,9495
toyota, Aygo,2017,Manual,19000,Petrol,145,68.9,1,8495
toyota, Aygo,2016,Manual,18200,Petrol,0,69,1,8995
toyota, Aygo,2018,Manual,12000,Petrol,145,56.5,1,8895
toyota, Aygo,2017,Manual,6000,Petrol,145,68.9,1,8995
toyota, Aygo,2019,Manual,25,Petrol,150,57.7,1,10995
toyota, Aygo,2017,Manual,11341,Petrol,150,68.9,1,7295
toyota, Aygo,2017,Manual,26270,Petrol,145,68.9,1,6995
toyota, Aygo,2018,Manual,19558,Petrol,145,56.5,1,8495
toyota, Aygo,2017,Semi-Auto,14829,Petrol,145,67,1,9995
toyota, Aygo,2020,Manual,15,Petrol,150,57.7,1,10750
toyota, Aygo,2018,Manual,3758,Petrol,145,56.5,1,9395
toyota, Aygo,2019,Manual,2333,Petrol,145,56.5,1,8995
toyota, Aygo,2018,Manual,4301,Petrol,145,56.5,1,8375
toyota, Aygo,2015,Manual,38551,Petrol,0,69,1,5995
toyota, Aygo,2016,Manual,18507,Petrol,0,69,1,6495
toyota, Aygo,2019,Manual,25,Petrol,145,56.5,1,9995
toyota, Aygo,2019,Manual,25,Petrol,145,56.5,1,9995
toyota, Aygo,2019,Manual,25,Petrol,145,56.5,1,9995
toyota, Aygo,2019,Manual,9233,Petrol,145,56.5,1,8995
toyota, Aygo,2018,Manual,15255,Petrol,145,68.9,1,7790
toyota, Aygo,2013,Manual,36280,Petrol,0,65.7,1,3891
toyota, Aygo,2014,Manual,23700,Petrol,0,65.7,1,4995
toyota, Aygo,2017,Manual,23945,Petrol,0,69,1,6072
toyota, Aygo,2017,Manual,7866,Petrol,0,69,1,6594
toyota, Aygo,2019,Manual,5252,Petrol,145,57.7,1,9995
toyota, Aygo,2014,Manual,43841,Petrol,0,69,1,6995
toyota, Aygo,2015,Manual,45536,Petrol,0,69,1,6495
toyota, Aygo,2019,Manual,20200,Petrol,145,56.5,1,9495
toyota, Aygo,2019,Manual,3500,Petrol,145,57.7,1,10995
toyota, Aygo,2017,Manual,12512,Petrol,0,68.9,1,8295
toyota, Aygo,2018,Semi-Auto,16197,Petrol,150,67,1,8995
toyota, Aygo,2017,Manual,14400,Petrol,0,68.9,1,9495
toyota, Aygo,2018,Manual,5600,Petrol,150,56.5,1,9995
toyota, Aygo,2019,Manual,3500,Petrol,145,56.5,1,10495
toyota, Aygo,2019,Manual,3500,Petrol,145,56.5,1,10495
toyota, Aygo,2017,Manual,17300,Petrol,145,68.9,1,8995
toyota, Aygo,2017,Manual,8208,Petrol,145,68.9,1,8495
toyota, Aygo,2019,Manual,7292,Petrol,145,57.7,1,9995
toyota, Aygo,2017,Manual,16791,Petrol,145,69,1,7495
toyota, Aygo,2017,Manual,21588,Petrol,145,69,1,6995
toyota, Aygo,2016,Manual,14636,Petrol,0,69,1,8495
toyota, Aygo,2015,Manual,12098,Petrol,0,69,1,6995
toyota, Aygo,2016,Manual,36787,Petrol,0,69,1,6698
toyota, Aygo,2016,Manual,28707,Petrol,0,69,1,6998
toyota, Aygo,2016,Manual,15023,Petrol,0,69,1,6995
toyota, Aygo,2017,Manual,11945,Petrol,145,68.9,1,8495
toyota, Aygo,2017,Manual,10407,Petrol,0,68.9,1,7995
toyota, Aygo,2016,Manual,20605,Petrol,0,69,1,7298
toyota, Aygo,2016,Manual,37336,Petrol,0,69,1,6498
toyota, Aygo,2014,Manual,17558,Petrol,0,69,1,6399
toyota, Aygo,2018,Manual,33000,Petrol,145,69,1,6095
toyota, Aygo,2015,Manual,30125,Petrol,0,69,1,6000
toyota, Aygo,2017,Manual,7824,Petrol,145,68.9,1,9295
toyota, Aygo,2018,Manual,9148,Petrol,145,56.5,1,8900
toyota, Aygo,2017,Manual,29483,Petrol,0,69,1,6591
toyota, Aygo,2018,Manual,33000,Petrol,145,69,1,6091
toyota, Aygo,2016,Manual,12170,Petrol,0,69,1,6998
toyota, Aygo,2017,Manual,22438,Petrol,0,68.9,1,7390
toyota, Aygo,2018,Manual,21232,Petrol,145,68.9,1,7291
toyota, Aygo,2016,Manual,7032,Petrol,0,69,1,6791
toyota, Aygo,2019,Manual,6562,Petrol,145,56.5,1,9995
toyota, Aygo,2015,Manual,31643,Petrol,0,69,1,6990
toyota, Aygo,2015,Semi-Auto,11500,Petrol,0,67,1,7995
toyota, Aygo,2017,Manual,17047,Petrol,0,69,1,6550
toyota, Aygo,2018,Manual,21000,Petrol,150,68.9,1,8295
toyota, Aygo,2017,Manual,12355,Petrol,150,68.9,1,7495
toyota, Aygo,2018,Manual,15929,Petrol,145,68.9,1,7830
toyota, Aygo,2019,Manual,1400,Petrol,145,57.7,1,10995
toyota, Aygo,2016,Manual,30061,Petrol,0,69,1,5991
toyota, Aygo,2018,Manual,32574,Petrol,145,69,1,6530
toyota, Aygo,2016,Manual,64500,Petrol,0,69,1,5495
toyota, Aygo,2017,Manual,17000,Petrol,145,68.9,1,7995
toyota, Aygo,2020,Manual,50,Petrol,145,56.5,1,10295
toyota, Aygo,2020,Manual,50,Petrol,145,56.5,1,9995
toyota, Aygo,2016,Manual,30212,Petrol,0,69,1,6495
toyota, Aygo,2017,Manual,21000,Petrol,0,69,1,8495
toyota, Aygo,2016,Manual,25300,Petrol,0,69,1,7995
toyota, Aygo,2019,Manual,5600,Petrol,145,56.5,1,10495
toyota, Aygo,2018,Manual,900,Petrol,145,68.9,1,8995
toyota, Aygo,2018,Manual,42460,Petrol,145,69,1,5991
toyota, Aygo,2018,Manual,39075,Petrol,145,69,1,5991
toyota, Aygo,2018,Manual,35979,Petrol,145,69,1,6450
toyota, Aygo,2016,Semi-Auto,21309,Petrol,0,67.3,1,7500
toyota, Aygo,2018,Manual,17290,Petrol,145,68.9,1,7691
toyota, Aygo,2015,Manual,20215,Petrol,0,69,1,6321
toyota, Aygo,2017,Manual,27000,Petrol,0,68.9,1,8495
toyota, Aygo,2019,Manual,389,Petrol,150,56.5,1,11500
toyota, Aygo,2019,Manual,4679,Petrol,150,57.7,1,10490
toyota, Aygo,2018,Manual,11561,Petrol,145,68.9,1,9495
toyota, Aygo,2020,Manual,1000,Petrol,145,57.7,1,10995
toyota, Aygo,2017,Manual,10529,Petrol,145,69,1,6995
toyota, Aygo,2017,Manual,10800,Petrol,150,68.9,1,7495
toyota, Aygo,2015,Manual,33882,Petrol,0,69,1,6974
toyota, Aygo,2017,Manual,17987,Petrol,145,69,1,6495
toyota, Aygo,2017,Manual,11594,Petrol,145,69,1,6500
toyota, Aygo,2018,Manual,20460,Petrol,145,68.9,1,7851
toyota, Aygo,2013,Manual,16180,Petrol,0,65.7,1,4490
toyota, Aygo,2016,Manual,9498,Petrol,0,69,1,7495
toyota, Aygo,2019,Semi-Auto,1862,Petrol,145,55.4,1,12999
toyota, Aygo,2017,Manual,1000,Petrol,145,68.9,1,8799
toyota, Aygo,2017,Manual,15830,Petrol,150,68.9,1,8298
toyota, Aygo,2016,Manual,33564,Petrol,0,69,1,5999
toyota, Aygo,2017,Manual,9961,Petrol,145,68.9,1,7990
toyota, Aygo,2019,Manual,3222,Petrol,145,56.5,1,9690
toyota, Aygo,2019,Manual,2850,Petrol,145,57.7,1,10390
toyota, Aygo,2013,Manual,33808,Petrol,0,65.7,1,5000
toyota, Aygo,2016,Manual,42318,Petrol,0,69,1,5798
toyota, Aygo,2014,Automatic,26000,Petrol,0,67,1,6991
toyota, Aygo,2017,Manual,19238,Petrol,0,68.9,1,7495
toyota, Aygo,2019,Manual,7065,Petrol,150,56.5,1,10290
toyota, Aygo,2019,Manual,6942,Petrol,150,56.5,1,10290
toyota, Aygo,2019,Manual,6900,Petrol,150,56.5,1,10290
toyota, Aygo,2019,Manual,7640,Petrol,150,56.5,1,9990
toyota, Aygo,2017,Manual,19967,Petrol,0,69,1,6790
toyota, Aygo,2016,Manual,46223,Petrol,0,69,1,6498
toyota, Aygo,2015,Manual,27300,Petrol,0,69,1,5498
toyota, Aygo,2017,Manual,16220,Petrol,0,69,1,6200
toyota, Aygo,2017,Manual,28447,Petrol,150,68.9,1,7495
toyota, Aygo,2017,Manual,18898,Petrol,150,68.9,1,6850
toyota, Aygo,2014,Manual,45725,Petrol,0,69,1,4990
toyota, Aygo,2018,Manual,9451,Petrol,145,56.5,1,8750
toyota, Aygo,2018,Semi-Auto,5691,Petrol,145,56.5,1,9799
toyota, Aygo,2019,Manual,2614,Petrol,145,56.5,1,12240
toyota, Aygo,2016,Manual,35745,Petrol,0,69,1,5730
toyota, Aygo,2014,Manual,53110,Petrol,0,69,1,4730
toyota, Aygo,2018,Manual,14309,Petrol,150,68.9,1,8282
toyota, Aygo,2018,Manual,12736,Petrol,150,68.9,1,8282
toyota, Aygo,2017,Manual,10947,Petrol,145,68.9,1,7999
toyota, Aygo,2017,Manual,8800,Petrol,145,68.9,1,7999
toyota, Aygo,2018,Manual,8239,Petrol,150,56.5,1,9298
toyota, Aygo,2018,Manual,6118,Petrol,145,56.5,1,7990
toyota, Aygo,2015,Manual,22673,Petrol,0,69,1,5725
toyota, Aygo,2019,Manual,9199,Petrol,145,57.7,1,9293
toyota, Aygo,2018,Manual,7669,Petrol,145,56.5,1,8212
toyota, Aygo,2014,Manual,46406,Petrol,0,65.7,1,4390
toyota, Aygo,2017,Manual,6628,Petrol,0,68.9,1,8491
toyota, Aygo,2014,Manual,45451,Petrol,0,65.7,1,3998
toyota, Aygo,2018,Manual,17766,Petrol,145,56.5,1,8472
toyota, Aygo,2015,Manual,11599,Petrol,0,69,1,6495
toyota, Aygo,2015,Manual,26984,Petrol,0,69,1,5995
toyota, Aygo,2019,Semi-Auto,2643,Petrol,145,56.5,1,11063
toyota, Aygo,2018,Manual,11857,Petrol,145,56.5,1,10011
toyota, Aygo,2018,Manual,10742,Petrol,145,56.5,1,9831
toyota, Aygo,2019,Manual,9659,Petrol,145,56.5,1,11690
toyota, Aygo,2017,Manual,19640,Petrol,145,69,1,6154
toyota, Aygo,2017,Manual,15788,Petrol,145,68.9,1,7795
toyota, Aygo,2019,Manual,5560,Petrol,145,57.7,1,9700
toyota, Aygo,2019,Manual,2839,Petrol,145,57.7,1,9800
toyota, Aygo,2019,Manual,3765,Petrol,145,57.7,1,9750
toyota, Aygo,2019,Manual,7111,Petrol,145,57.7,1,9800
toyota, Aygo,2019,Manual,4532,Petrol,145,57.7,1,9700
toyota, Aygo,2019,Manual,3565,Petrol,145,57.7,1,9750
toyota, Aygo,2018,Manual,11262,Petrol,145,68.9,1,8158
toyota, Aygo,2019,Manual,6030,Petrol,145,56.5,1,8582
toyota, Aygo,2018,Manual,8428,Petrol,145,56.5,1,7774
toyota, Aygo,2019,Manual,12465,Petrol,145,56.5,1,8405
toyota, Aygo,2015,Manual,24304,Petrol,0,69,1,6181
toyota, Aygo,2014,Manual,60226,Petrol,0,65.7,1,4172
toyota, Aygo,2018,Manual,10987,Petrol,145,69,1,8202
toyota, Aygo,2019,Manual,4627,Petrol,145,57.7,1,9800
toyota, Aygo,2017,Manual,17935,Petrol,0,69,1,6260
toyota, Aygo,2017,Semi-Auto,21586,Petrol,145,67,1,8102
toyota, Aygo,2018,Manual,10437,Petrol,145,56.5,1,7901
toyota, Aygo,2016,Manual,23909,Petrol,0,69,1,6602
toyota, Aygo,2017,Manual,11367,Petrol,145,68.9,1,8432
toyota, Aygo,2014,Manual,30577,Petrol,0,65.7,1,5052
toyota, Aygo,2019,Semi-Auto,4610,Petrol,145,56.5,1,10725
toyota, Aygo,2018,Semi-Auto,5409,Petrol,150,67.3,1,9991
toyota, Aygo,2017,Manual,17318,Petrol,150,68.9,1,7791
toyota, Aygo,2018,Automatic,12005,Petrol,145,67,1,9082
toyota, Aygo,2016,Manual,25078,Petrol,0,69,1,5722
toyota, Aygo,2018,Manual,15655,Petrol,145,68.9,1,7992
toyota, Aygo,2018,Manual,9303,Petrol,145,69,1,7212
toyota, Aygo,2019,Manual,1585,Petrol,145,57.7,1,9780
toyota, Aygo,2017,Manual,8606,Petrol,0,68.9,1,8210
toyota, Aygo,2019,Manual,1527,Petrol,145,57.7,1,9900
toyota, Aygo,2019,Manual,6878,Petrol,145,57.7,1,8800
toyota, Aygo,2017,Manual,10073,Petrol,145,69,1,7332
toyota, Aygo,2017,Manual,14212,Petrol,145,68.9,1,7892
toyota, Aygo,2018,Manual,9451,Petrol,150,56.5,1,8750
toyota, Aygo,2017,Manual,17291,Petrol,145,68.9,1,7792
toyota, Aygo,2018,Manual,9449,Petrol,145,56.5,1,8395
toyota, Aygo,2016,Manual,21780,Petrol,0,69,1,7370
toyota, Aygo,2017,Manual,30670,Petrol,145,69,1,5990
toyota, Aygo,2015,Manual,8539,Petrol,0,69,1,6291
toyota, Aygo,2017,Manual,18898,Petrol,150,68.9,1,6850
toyota, Aygo,2018,Manual,9995,Petrol,145,68.9,1,7925
toyota, Aygo,2015,Manual,21637,Petrol,0,69,1,6991
toyota, Aygo,2019,Manual,9924,Petrol,145,56.5,1,8798
toyota, Aygo,2016,Manual,20472,Petrol,0,69,1,6395
toyota, Aygo,2014,Manual,69269,Petrol,0,65.7,1,2991
toyota, Aygo,2016,Manual,23225,Petrol,0,69,1,5889
toyota, Aygo,2017,Manual,20741,Petrol,0,69,1,6191
toyota, Aygo,2016,Manual,20754,Petrol,0,69,1,6230
toyota, Aygo,2018,Manual,10904,Petrol,145,56.5,1,9831
toyota, Aygo,2018,Manual,7359,Petrol,145,56.5,1,9740
toyota, Aygo,2015,Manual,34551,Petrol,0,69,1,5911
toyota, Aygo,2018,Manual,16218,Petrol,145,56.5,1,9740
toyota, Aygo,2019,Manual,1855,Petrol,145,57.7,1,9491
toyota, Aygo,2017,Automatic,24333,Petrol,145,67.3,1,8892
toyota, Aygo,2017,Manual,11618,Petrol,0,68.9,1,7792
toyota, Aygo,2018,Manual,10668,Petrol,145,69,1,7292
toyota, Aygo,2019,Manual,7670,Petrol,150,56.5,1,9999
toyota, Aygo,2017,Manual,40037,Petrol,150,69,1,6295
toyota, Aygo,2017,Manual,12590,Petrol,0,69,1,6999
toyota, Aygo,2015,Manual,19714,Petrol,0,69,1,6399
toyota, Aygo,2017,Manual,8755,Petrol,0,69,1,6799
toyota, Aygo,2017,Manual,17945,Petrol,150,68.9,1,7399
toyota, Aygo,2016,Manual,20604,Petrol,0,69,1,7532
toyota, Aygo,2017,Automatic,26210,Petrol,145,67,1,7713
toyota, Aygo,2017,Manual,25638,Petrol,0,68.9,1,7495
toyota, Aygo,2019,Manual,14207,Petrol,145,57.7,1,9495
toyota, Aygo,2019,Manual,11828,Petrol,145,57.7,1,9495
toyota, Aygo,2017,Manual,27422,Petrol,145,68.9,1,7495
toyota, Aygo,2017,Manual,25496,Petrol,0,69,1,6599
toyota, Aygo,2018,Manual,14312,Petrol,150,56.5,1,8788
toyota, Aygo,2017,Manual,46993,Petrol,0,69,1,6150
toyota, Aygo,2017,Manual,10266,Petrol,0,69,1,6620
toyota, Aygo,2017,Manual,21303,Petrol,145,68.9,1,7995
toyota, Aygo,2017,Manual,18572,Petrol,145,68.9,1,7989
toyota, Aygo,2017,Manual,15113,Petrol,0,68.9,1,7842
toyota, Aygo,2017,Manual,22313,Petrol,0,69,1,5917
toyota, Aygo,2018,Manual,25453,Petrol,150,56.5,1,8222
toyota, Aygo,2017,Manual,31150,Petrol,0,69,1,6595
toyota, Aygo,2018,Manual,6982,Petrol,150,56.5,1,9388
toyota, Aygo,2019,Manual,2902,Petrol,145,56.5,1,9749
toyota, Aygo,2018,Manual,6374,Petrol,145,68.9,1,8595
toyota, Aygo,2016,Manual,8752,Petrol,0,69,1,8333
toyota, Aygo,2016,Manual,17059,Petrol,0,69,1,6595
toyota, Aygo,2017,Manual,36905,Petrol,145,68.9,1,7795
toyota, Aygo,2019,Manual,1000,Petrol,145,57.7,1,12495
toyota, Aygo,2019,Manual,1000,Petrol,145,56.5,1,8595
toyota, Aygo,2019,Manual,1000,Petrol,145,56.5,1,9495
toyota, Aygo,2018,Manual,6292,Petrol,145,56.5,1,8499
toyota, Aygo,2017,Manual,16933,Petrol,145,68.9,1,7999
toyota, Aygo,2017,Manual,12673,Petrol,145,68.9,1,7795
toyota, Aygo,2017,Manual,21400,Petrol,145,68.9,1,7795
toyota, Aygo,2017,Semi-Auto,11879,Petrol,145,67,1,8495
toyota, Aygo,2019,Manual,4146,Petrol,145,56.5,1,11100
toyota, Aygo,2018,Manual,10845,Petrol,145,68.9,1,9299
toyota, Aygo,2017,Manual,32512,Petrol,0,69,1,5999
toyota, Aygo,2017,Manual,17650,Petrol,145,68.9,1,7995
toyota, Aygo,2019,Manual,1791,Petrol,145,57.7,1,11995
toyota, Aygo,2017,Semi-Auto,30191,Petrol,0,67,1,8999
toyota, Aygo,2019,Manual,1500,Petrol,145,56.5,1,9999
toyota, Aygo,2016,Manual,43298,Petrol,0,69,1,6950
toyota, Aygo,2015,Manual,40771,Petrol,0,69,1,7299
toyota, Aygo,2017,Manual,14086,Petrol,0,68.9,1,7850
toyota, Aygo,2018,Manual,13278,Petrol,145,68.9,1,8699
toyota, Aygo,2019,Manual,1500,Petrol,145,56.5,1,9999
toyota, Aygo,2019,Manual,1500,Petrol,145,56.5,1,9999
toyota, Aygo,2017,Manual,15000,Petrol,0,68.9,1,8250
toyota, Aygo,2017,Manual,23000,Petrol,150,68.9,1,7800
